country ,Year,"Homicide rate per 100,000 population - sex: Total - age: Total"
South Africa,2005,37.799015
South Africa,2006,38.60441
South Africa,2007,36.802876
South Africa,2008,35.763294
South Africa,2009,32.766747
South Africa,2010,30.690401
South Africa,2011,29.658684
South Africa,2012,30.507084
South Africa,2013,31.598028
South Africa,2014,32.5327
South Africa,2015,33.41834
South Africa,2016,33.703003
South Africa,2017,35.903187
South Africa,2018,36.66225
South Africa,2019,36.71214
South Africa,2020,33.964874
South Africa,2021,42.397785
South Africa,2022,45.533863
South Africa,2023,
South Georgia and the South Sandwich Islands,2023,
South Korea,1990,0.4715146
South Korea,1991,0.48677853
South Korea,1992,0.5364186
South Korea,1993,0.68197614
South Korea,1994,0.4949064
South Korea,1995,0.5026656
South Korea,1996,0.5396055
South Korea,1997,0.60348594
South Korea,1998,0.81667113
South Korea,1999,0.82691747
South Korea,2000,0.79071534
South Korea,2001,0.8650941
South Korea,2002,0.7834618
South Korea,2003,0.81326205
South Korea,2004,0.8798716
South Korea,2005,0.85828435
South Korea,2006,0.86510533
South Korea,2007,0.8925616
South Korea,2008,0.8876776
South Korea,2009,1.0955049
South Korea,2010,0.99283755
South Korea,2011,0.8196075
South Korea,2012,0.8764121
South Korea,2013,0.7026197
South Korea,2014,0.7456776
South Korea,2015,0.73537487
South Korea,2016,0.6938221
South Korea,2017,0.58433396
South Korea,2018,0.5979461
South Korea,2019,0.5733167
South Korea,2020,0.59408206
South Korea,2021,0.52093244
South Korea,2022,0.5307261
South Korea,2023,
South Sudan,2012,14.0539665
South Sudan,2023,
Spain,1990,1.2444314
Spain,1991,1.1270077
Spain,1992,1.1243491
Spain,1993,1.2019016
Spain,1994,1.0826846
Spain,1995,1.0322853
Spain,1996,0.9925875
Spain,1997,1.1523131
Spain,1998,1.2932842
Spain,1999,1.19875
Spain,2000,1.3573333
Spain,2001,1.4084696
Spain,2002,1.3597683
Spain,2003,1.3899982
Spain,2004,1.2104378
Spain,2005,1.1857516
Spain,2006,1.071521
Spain,2007,1.0652927
Spain,2008,0.8854267
Spain,2009,0.8885482
Spain,2010,0.86101806
Spain,2011,0.8238954
Spain,2012,0.77850837
Spain,2013,0.64802057
Spain,2014,0.6951536
Spain,2015,0.65042275
Spain,2016,0.6326211
Spain,2017,0.65902215
Spain,2018,0.61762637
Spain,2019,0.7022923
Spain,2020,0.69884586
Spain,2021,0.6106943
Spain,2022,0.6097737
Spain,2023,
Sri Lanka,1990,11.537951
Sri Lanka,1995,8.879073
Sri Lanka,1996,9.687539
Sri Lanka,1997,10.032997
Sri Lanka,1999,10.278295
Sri Lanka,2005,6.196037
Sri Lanka,2006,10.286499
Sri Lanka,2008,9.869049
Sri Lanka,2009,5.365562
Sri Lanka,2010,3.6915977
Sri Lanka,2011,3.5091515
Sri Lanka,2012,3.2164214
Sri Lanka,2013,2.9292405
Sri Lanka,2014,2.6036446
Sri Lanka,2015,2.2824526
Sri Lanka,2016,2.4736886
Sri Lanka,2017,2.259749
Sri Lanka,2018,2.3817568
Sri Lanka,2019,3.427305
Sri Lanka,2023,
Sudan,2023,
Suriname,2000,14.196286
Suriname,2001,16.20867
Suriname,2002,11.49968
Suriname,2003,11.909961
Suriname,2004,9.009503
Suriname,2005,13.366407
Suriname,2006,11.876883
Suriname,2007,8.523599
Suriname,2008,8.0533695
Suriname,2013,5.1423273
Suriname,2014,5.617169
Suriname,2015,5.9081626
Suriname,2016,7.051301
Suriname,2017,6.127039
Suriname,2018,6.4003825
Suriname,2019,4.997497
Suriname,2020,9.059985
Suriname,2021,5.7097692
Suriname,2022,7.2810764
Suriname,2023,
Sweden,1990,1.1113183
Sweden,1991,1.3381163
Sweden,1992,1.3194029
Sweden,1993,1.2437518
Sweden,1994,1.146334
Sweden,1995,0.99332124
Sweden,1996,1.1268575
Sweden,1997,0.9877531
Sweden,1998,1.042064
Sweden,1999,1.1413879
Sweden,2000,1.0821725
Sweden,2001,0.9778853
Sweden,2002,1.1315243
Sweden,2003,0.94850117
Sweden,2004,1.188326
Sweden,2005,0.916951
Sweden,2006,0.99948156
Sweden,2007,1.2112254
Sweden,2008,0.88847756
Sweden,2009,0.99984807
Sweden,2010,0.96997035
Sweden,2011,0.8555686
Sweden,2012,0.7115958
Sweden,2013,0.9016542
Sweden,2014,0.89253575
Sweden,2015,1.137131
Sweden,2016,1.0649716
Sweden,2017,1.1234626
Sweden,2018,1.0627518
Sweden,2019,1.0810367
Sweden,2020,1.1958758
Sweden,2021,1.0795734
Sweden,2022,1.0995941
Sweden,2023,
Switzerland,1990,1.6389308
Switzerland,1991,1.4421536
Switzerland,1992,1.3530856
Switzerland,1993,1.5138144
Switzerland,1994,1.1442404
Switzerland,1995,1.1650546
Switzerland,1996,1.1740259
Switzerland,1997,1.2276002
Switzerland,1998,1.0691845
Switzerland,1999,1.246115
Switzerland,2000,0.9607273
Switzerland,2001,1.1904098
Switzerland,2002,1.1818901
Switzerland,2009,0.6593914
Switzerland,2010,0.66475457
Switzerland,2011,0.5814702
Switzerland,2012,0.5627998
Switzerland,2013,0.7047158
Switzerland,2014,0.50074553
Switzerland,2015,0.6882618
Switzerland,2016,0.53744835
Switzerland,2017,0.5324381
Switzerland,2018,0.5872381
Switzerland,2019,0.5364063
Switzerland,2020,0.5440688
Switzerland,2021,0.48323593
Switzerland,2022,0.48052326
Switzerland,2023,
Syria,1997,1.9597461
Syria,1998,2.167666
Syria,1999,2.0753148
Syria,2000,2.189156
Syria,2001,2.2477353
Syria,2002,2.1440198
Syria,2003,2.2996526
Syria,2004,2.3556726
Syria,2005,2.3138733
Syria,2006,2.2951822
Syria,2007,2.5745053
Syria,2008,2.4634373
Syria,2009,2.1807632
Syria,2010,2.0727417
Syria,2023,
Taiwan,2023,
Tajikistan,1990,3.1008546
Tajikistan,1991,2.6636403
Tajikistan,1992,10.696212
Tajikistan,1993,22.80595
Tajikistan,1994,10.9579735
Tajikistan,1995,7.352726
Tajikistan,1996,8.019087
Tajikistan,1997,8.141154
Tajikistan,1998,7.9749155
Tajikistan,1999,5.767772
Tajikistan,2000,4.511399
Tajikistan,2001,3.6356204
Tajikistan,2002,2.7515552
Tajikistan,2003,2.4578524
Tajikistan,2004,2.0878656
Tajikistan,2005,2.265792
Tajikistan,2006,2.748881
Tajikistan,2007,1.836294
Tajikistan,2008,1.3652573
Tajikistan,2009,1.2987715
Tajikistan,2010,2.3747733
Tajikistan,2011,1.6185347
Tajikistan,2020,0.9116432
Tajikistan,2023,
Tanzania,1995,6.904434
Tanzania,1996,7.331234
Tanzania,1997,7.408958
Tanzania,2003,7.4409547
Tanzania,2004,7.6275625
Tanzania,2010,8.618831
Tanzania,2011,8.938722
Tanzania,2012,8.563152
Tanzania,2013,7.5060434
Tanzania,2015,7.1294227
Tanzania,2016,6.3214817
Tanzania,2017,5.592973
Tanzania,2018,4.706454
Tanzania,2019,4.541311
Tanzania,2020,3.704753
Tanzania,2023,
Thailand,1990,9.676179
Thailand,1991,9.956704
Thailand,1992,10.464948
Thailand,1993,9.488765
Thailand,1994,8.540919
Thailand,1995,7.643269
Thailand,1996,7.430524
Thailand,1997,7.8489423
Thailand,1998,8.682454
Thailand,1999,8.090624
Thailand,2000,8.153285
Thailand,2001,7.8868947
Thailand,2002,7.0660505
Thailand,2003,9.932545
Thailand,2004,6.542526
Thailand,2005,7.301581
Thailand,2006,7.0673003
Thailand,2007,6.636564
Thailand,2008,5.9024267
Thailand,2009,5.460552
Thailand,2010,5.352239
Thailand,2011,4.812783
Thailand,2023,
Togo,2023,
Tokelau,2023,
Tonga,1995,2.0004702
Tonga,1996,1.9961076
Tonga,1997,1.9869261
Tonga,2000,0.9746351
Tonga,2001,5.8134184
Tonga,2002,5.780124
Tonga,2003,5.7465487
Tonga,2004,1.9041091
Tonga,2005,3.7866776
Tonga,2006,7.533666
Tonga,2007,0.9377564
Tonga,2008,3.740695
Tonga,2009,7.466587
Tonga,2010,0.93124175
Tonga,2011,1.8585547
Tonga,2012,0.93021524
Tonga,2018,9.510179
Tonga,2019,0.95283014
Tonga,2023,
Trinidad and Tobago,2000,9.007636
Trinidad and Tobago,2001,11.280721
Trinidad and Tobago,2002,12.704649
Trinidad and Tobago,2003,16.918499
Trinidad and Tobago,2004,19.101171
Trinidad and Tobago,2005,28.194199
Trinidad and Tobago,2006,26.944195
Trinidad and Tobago,2007,28.233881
Trinidad and Tobago,2008,39.273323
Trinidad and Tobago,2009,36.183502
Trinidad and Tobago,2010,33.53906
Trinidad and Tobago,2011,24.788383
Trinidad and Tobago,2012,26.566423
Trinidad and Tobago,2013,28.249567
Trinidad and Tobago,2014,27.918308
Trinidad and Tobago,2015,28.763636
Trinidad and Tobago,2016,31.510962
Trinidad and Tobago,2017,33.477455
Trinidad and Tobago,2018,34.358803
Trinidad and Tobago,2019,35.461575
Trinidad and Tobago,2020,26.28204
Trinidad and Tobago,2021,29.364283
Trinidad and Tobago,2022,39.515507
Trinidad and Tobago,2023,
Tunisia,2004,1.894634
Tunisia,2005,2.5028048
Tunisia,2006,2.3751478
Tunisia,2007,2.5802438
Tunisia,2008,2.6216292
Tunisia,2009,2.3645036
Tunisia,2010,2.6250422
Tunisia,2012,2.9710813
Tunisia,2019,4.738859
Tunisia,2020,4.6210556
Tunisia,2023,
Turkey,2003,4.2427297
Turkey,2004,4.2988815
Turkey,2005,4.8104415
Turkey,2006,4.551637
Turkey,2007,5.1072197
Turkey,2008,4.5666947
Turkey,2010,4.1860585
Turkey,2011,4.126791
Turkey,2012,4.2721963
Turkey,2015,2.806161
Turkey,2016,3.3374724
Turkey,2017,3.0953896
Turkey,2018,2.60961
Turkey,2019,2.449639
Turkey,2020,2.5470839
Turkey,2021,2.5549862
Turkey,2022,2.6704557
Turkey,2023,
Turkmenistan,1990,8.924062
Turkmenistan,1991,8.006736
Turkmenistan,1992,7.5387697
Turkmenistan,1993,8.234742
Turkmenistan,1994,7.452147
Turkmenistan,1995,6.364419
Turkmenistan,1996,7.765468
Turkmenistan,1997,8.204098
Turkmenistan,1998,7.785143
Turkmenistan,1999,7.131622
Turkmenistan,2000,5.8435607
Turkmenistan,2001,5.350485
Turkmenistan,2002,5.1287847
Turkmenistan,2003,4.895999
Turkmenistan,2004,4.3362865
Turkmenistan,2005,4.216322
Turkmenistan,2006,4.097675
Turkmenistan,2010,1.9931777
Turkmenistan,2011,1.8653891
Turkmenistan,2012,1.4472358
Turkmenistan,2013,1.5107656
Turkmenistan,2014,1.571563
Turkmenistan,2015,1.09253
Turkmenistan,2023,
Turks and Caicos Islands,1990,0
Turks and Caicos Islands,1991,0
Turks and Caicos Islands,1992,7.6840324
Turks and Caicos Islands,1993,7.296873
Turks and Caicos Islands,1994,13.886478
Turks and Caicos Islands,1995,6.622078
Turks and Caicos Islands,1996,6.3269114
Turks and Caicos Islands,1997,12.109837
Turks and Caicos Islands,1998,0
Turks and Caicos Islands,1999,0
Turks and Caicos Islands,2000,0
Turks and Caicos Islands,2001,0
Turks and Caicos Islands,2002,9.709681
Turks and Caicos Islands,2003,0
Turks and Caicos Islands,2005,0
Turks and Caicos Islands,2007,7.6138268
Turks and Caicos Islands,2008,7.293414
Turks and Caicos Islands,2009,6.9977784
Turks and Caicos Islands,2013,11.906711
Turks and Caicos Islands,2014,5.716736
Turks and Caicos Islands,2019,30.176416
Turks and Caicos Islands,2020,51.946293
Turks and Caicos Islands,2021,31.032495
Turks and Caicos Islands,2022,76.582245
Turks and Caicos Islands,2023,
Tuvalu,2002,0
Tuvalu,2003,0
Tuvalu,2004,0
Tuvalu,2005,0
Tuvalu,2006,0
Tuvalu,2007,0
Tuvalu,2008,0
Tuvalu,2009,0
Tuvalu,2010,9.479122
Tuvalu,2011,9.345358
Tuvalu,2012,18.425537
Tuvalu,2019,0
Tuvalu,2023,
USSR,2023,
Uganda,1995,8.268526
Uganda,1996,8.498994
Uganda,1997,8.771795
Uganda,2007,8.926823
Uganda,2008,9.154417
Uganda,2009,10.292074
Uganda,2010,9.770659
Uganda,2011,11.271713
Uganda,2012,11.863464
Uganda,2013,10.934532
Uganda,2014,12.309923
Uganda,2016,11.566959
Uganda,2017,11.80001
Uganda,2018,10.832127
Uganda,2019,10.985102
Uganda,2020,10.044002
Uganda,2021,8.531467
Uganda,2022,8.768331
Uganda,2023,
Ukraine,1990,4.958343
Ukraine,1991,5.1245513
Ukraine,1992,6.5076566
Ukraine,1993,7.138109
Ukraine,1994,8.202011
Ukraine,1995,8.630809
Ukraine,1996,9.672811
Ukraine,1997,8.433435
Ukraine,1998,8.43286
Ukraine,1999,8.617173
Ukraine,2000,9.0385065
Ukraine,2001,10.025915
Ukraine,2002,8.954377
Ukraine,2003,8.488489
Ukraine,2004,7.3780265
Ukraine,2005,6.458818
Ukraine,2006,6.348654
Ukraine,2007,5.71329
Ukraine,2008,5.3535447
Ukraine,2009,4.8840175
Ukraine,2010,4.3517265
Ukraine,2012,5.1446686
Ukraine,2014,6.301487
Ukraine,2017,6.160253
Ukraine,2018,4.5042458
Ukraine,2019,4.116614
Ukraine,2020,3.86703
Ukraine,2021,3.843201
Ukraine,2023,
United Arab Emirates,2010,0.7899294
United Arab Emirates,2011,0.59473795
United Arab Emirates,2012,0.7963097
United Arab Emirates,2013,0.651291
United Arab Emirates,2014,0.6903614
United Arab Emirates,2015,0.67287964
United Arab Emirates,2019,0.6947718
United Arab Emirates,2020,0.6998813
United Arab Emirates,2021,0.4698272
United Arab Emirates,2022,0.75202876
United Arab Emirates,2023,
United Kingdom,1990,1.275963
United Kingdom,1991,1.3947135
United Kingdom,1992,1.389342
United Kingdom,1993,1.3547864
United Kingdom,1994,1.427684
United Kingdom,1995,1.3965043
United Kingdom,1996,1.2861884
United Kingdom,1997,1.2583649
United Kingdom,1998,1.387788
United Kingdom,1999,1.4052991
United Kingdom,2000,1.5480022
United Kingdom,2001,1.6313541
United Kingdom,2002,1.8650277
United Kingdom,2005,1.3828226
United Kingdom,2006,1.4176769
United Kingdom,2007,1.42669
United Kingdom,2008,1.2309257
United Kingdom,2009,1.1294373
United Kingdom,2010,1.2045879
United Kingdom,2011,1.0112764
United Kingdom,2012,0.9826242
United Kingdom,2013,0.93620294
United Kingdom,2014,0.9016032
United Kingdom,2015,0.950565
United Kingdom,2016,1.1773629
United Kingdom,2017,1.1806588
United Kingdom,2018,1.0958409
United Kingdom,2019,1.1545604
United Kingdom,2020,0.9499031
United Kingdom,2021,1.1266176
United Kingdom,2023,
United States,1990,9.447617
United States,1991,9.819917
United States,1992,9.311245
United States,1993,9.477557
United States,1994,8.893766
United States,1995,8.132935
United States,1996,7.303399
United States,1997,6.6843996
United States,1998,6.1536784
United States,1999,5.5598226
United States,2000,5.5191503
United States,2001,6.667239
United States,2002,5.628225
United States,2006,5.774419
United States,2007,5.6575966
United States,2008,5.386089
United States,2009,4.9913774
United States,2010,4.7309804
United States,2011,4.6709437
United States,2012,4.6915956
United States,2013,4.483442
United States,2014,4.398294
United States,2015,4.892982
United States,2016,5.3216558
United States,2017,5.2439237
United States,2018,4.929848
United States,2019,4.9859467
United States,2020,6.420751
United States,2021,6.8074665
United States,2022,6.383188
United States,2023,
United States Virgin Islands,1997,28.359407
United States Virgin Islands,1998,23.393236
United States Virgin Islands,1999,25.04011
United States Virgin Islands,2000,21.259878
United States Virgin Islands,2001,25.924486
United States Virgin Islands,2002,38.059696
United States Virgin Islands,2003,28.894192
United States Virgin Islands,2004,34.662693
United States Virgin Islands,2005,34.747982
United States Virgin Islands,2006,40.37009
United States Virgin Islands,2007,40.373123
United States Virgin Islands,2008,43.19979
United States Virgin Islands,2009,46.96291
United States Virgin Islands,2010,52.75951
United States Virgin Islands,2011,42.66232
United States Virgin Islands,2012,49.631107
United States Virgin Islands,2023,
Uruguay,1990,6.6088915
Uruguay,1991,6.1874595
Uruguay,1992,5.770941
Uruguay,1995,5.9533086
Uruguay,1996,6.35337
Uruguay,1997,7.4882846
Uruguay,1998,7.4785075
Uruguay,1999,6.5874486
Uruguay,2000,6.500163
Uruguay,2001,6.6041813
Uruguay,2002,6.986364
Uruguay,2003,5.951297
Uruguay,2004,6.0353656
Uruguay,2005,5.726919
Uruguay,2006,6.080158
Uruguay,2007,5.828187
Uruguay,2008,6.62445
Uruguay,2009,6.758058
Uruguay,2010,6.1145644
Uruguay,2011,5.919733
Uruguay,2012,7.920186
Uruguay,2013,7.689621
Uruguay,2014,7.9017305
Uruguay,2015,8.610511
Uruguay,2016,7.8212743
Uruguay,2017,8.269532
Uruguay,2018,12.284647
Uruguay,2019,11.492211
Uruguay,2020,9.944338
Uruguay,2021,8.931021
Uruguay,2022,11.189691
Uruguay,2023,
Uzbekistan,1990,5.4667115
Uzbekistan,1991,5.0393124
Uzbekistan,1992,5.3038387
Uzbekistan,1993,5.157132
Uzbekistan,1994,5.4022355
Uzbekistan,1995,5.0247097
Uzbekistan,1996,4.9135075
Uzbekistan,1997,4.414236
Uzbekistan,1998,4.390526
Uzbekistan,1999,4.1214976
Uzbekistan,2000,4.284759
Uzbekistan,2001,4.2814517
Uzbekistan,2002,4.1362004
Uzbekistan,2003,3.7172995
Uzbekistan,2004,3.666868
Uzbekistan,2005,3.4244742
Uzbekistan,2006,3.1975555
Uzbekistan,2007,2.9842968
Uzbekistan,2008,2.9970992
Uzbekistan,2015,1.6349257
Uzbekistan,2016,2.4067216
Uzbekistan,2017,1.8500153
Uzbekistan,2018,1.4607278
Uzbekistan,2019,1.2008388
Uzbekistan,2020,1.3392329
Uzbekistan,2021,1.4054567
Uzbekistan,2023,
Vanuatu,2019,0.6570205
Vanuatu,2020,0.32083675
Vanuatu,2023,
Vatican,2009,0
Vatican,2010,0
Vatican,2011,0
Vatican,2012,0
Vatican,2013,0
Vatican,2014,0
Vatican,2015,0
Vatican,2019,0
Vatican,2020,0
Vatican,2021,0
Vatican,2022,0
Vatican,2023,
Venezuela,1990,12.526215
Venezuela,1991,12.370086
Venezuela,1992,15.777427
Venezuela,1993,20.271961
Venezuela,1994,21.870693
Venezuela,1995,20.269335
Venezuela,1996,21.978449
Venezuela,1997,18.339615
Venezuela,1998,19.358557
Venezuela,1999,24.925982
Venezuela,2000,32.83973
Venezuela,2001,31.993309
Venezuela,2002,37.965446
Venezuela,2003,43.991882
Venezuela,2004,37.057335
Venezuela,2005,37.362034
Venezuela,2006,45.22531
Venezuela,2007,47.79638
Venezuela,2008,52.22699
Venezuela,2009,49.368305
Venezuela,2010,45.55107
Venezuela,2011,48.453133
Venezuela,2012,54.53603
Venezuela,2014,63.027313
Venezuela,2015,51.274635
Venezuela,2016,56.623848
Venezuela,2017,47.982174
Venezuela,2019,40.984844
Venezuela,2020,29.4274
Venezuela,2021,19.305056
Venezuela,2022,12.607018
Venezuela,2023,
Vietnam,2001,1.2578652
Vietnam,2002,1.3231268
Vietnam,2003,1.299772
Vietnam,2004,1.2914399
Vietnam,2005,1.2665064
Vietnam,2006,1.2483354
Vietnam,2007,1.3779716
Vietnam,2008,1.275742
Vietnam,2009,1.425715
Vietnam,2010,1.5284115
Vietnam,2011,1.5370839
Vietnam,2023,
Wallis and Futuna,2023,
West Germany,2023,
Western Sahara,2023,
World,2000,6.901814
World,2001,6.989272
World,2002,6.950769
World,2003,6.7678256
World,2004,6.5454617
World,2005,6.3400927
World,2006,6.222697
World,2007,6.051122
World,2008,6.045708
World,2009,6.094978
World,2010,6.074349
World,2011,6.1522136
World,2012,6.177419
World,2013,6.083612
World,2014,6.075776
World,2015,5.9162917
World,2016,5.961374
World,2017,5.930093
World,2018,5.7590094
World,2019,5.555708
World,2020,5.5101085
World,2021,5.791921
World,2022,5.6144223
Yemen,1998,3.492704
Yemen,1999,5.6529136
Yemen,2000,3.7415383
Yemen,2003,3.487082
Yemen,2004,3.1157446
Yemen,2009,4.1199207
Yemen,2010,4.4414907
Yemen,2011,5.3973193
Yemen,2012,6.162437
Yemen,2013,6.3111467
Yemen,2023,
Yemen Arab Republic,2023,
Yemen People's Republic,2023,
Yugoslavia,2023,
Zambia,1990,7.1554947
Zambia,1991,8.679689
Zambia,1992,9.511616
Zambia,1993,9.007464
Zambia,1994,9.806217
Zambia,1998,9.303884
Zambia,1999,11.142016
Zambia,2000,8.057719
Zambia,2008,5.399532
Zambia,2009,6.0969715
Zambia,2010,5.901935
Zambia,2011,6.049427
Zambia,2012,6.002174
Zambia,2013,5.6908526
Zambia,2014,5.242158
Zambia,2015,5.2498026
Zambia,2023,
Zimbabwe,1990,5.803898
Zimbabwe,2001,12.836897
Zimbabwe,2002,13.54233
Zimbabwe,2003,11.262167
Zimbabwe,2004,11.150507
Zimbabwe,2005,11.043168
Zimbabwe,2006,8.693896
Zimbabwe,2010,5.537482
Zimbabwe,2012,7.395217
Zimbabwe,2018,4.876369
Zimbabwe,2019,5.1450353
Zimbabwe,2020,4.9777703
Zimbabwe,2021,6.139985
Zimbabwe,2022,6.654193
Zimbabwe,2023,
